population	model	experiment	year	tasmax	tasmin	ppt
YO11	access-cm2	ssp370	2067	294.49146	257.01993	783.6829861742301
YO11	access-cm2	ssp370	2068	292.57822	260.872	1049.2702925344884
YO11	access-cm2	ssp370	2069	293.76587	258.22913	1735.8909229631101
YO11	access-cm2	ssp370	2070	295.8026	260.6734	887.0349951786887
YO11	cnrm-esm2-1	ssp245	2041	293.05377	257.71744	1117.1874234568807
YO11	cnrm-esm2-1	ssp245	2042	291.98904	258.64108	857.3110676254146
YO11	cnrm-esm2-1	ssp245	2043	292.2966	259.894	604.4488561630715
YO11	cnrm-esm2-1	ssp245	2044	292.45197	259.15976	606.3579269160982
YO11	cnrm-esm2-1	ssp245	2045	292.89023	257.77362	917.9209970628821
YO11	cnrm-esm2-1	ssp245	2046	293.86752	258.91104	443.7236700905487
YO11	cnrm-esm2-1	ssp245	2047	293.443	257.64658	1120.219048974066
YO11	cnrm-esm2-1	ssp245	2048	293.47137	258.4256	519.155665137805
YO11	cnrm-esm2-1	ssp245	2049	291.87653	260.7443	680.8727380237542
YO11	cnrm-esm2-1	ssp245	2050	292.86072	260.22546	644.6532333386131
YO11	cnrm-esm2-1	ssp245	2051	293.7509	260.51666	632.6188681356085
YO11	cnrm-esm2-1	ssp245	2052	293.81955	258.58	1200.9315559523966
YO11	cnrm-esm2-1	ssp245	2053	293.33755	258.16904	799.2159294197336
YO11	cnrm-esm2-1	ssp245	2054	293.31067	255.79651	1163.516076374796
YO11	cnrm-esm2-1	ssp245	2055	295.00885	257.84006	1101.810183073383
YO11	cnrm-esm2-1	ssp245	2056	293.81345	257.10992	818.1115559069283
YO11	cnrm-esm2-1	ssp245	2057	293.31833	257.8254	335.6822205882054
YO11	cnrm-esm2-1	ssp245	2058	291.25607	258.9202	963.4920192416585
YO11	cnrm-esm2-1	ssp245	2059	294.13098	261.1388	1080.7962065795198
YO11	cnrm-esm2-1	ssp245	2060	294.40237	257.32568	1352.135359821817
YO11	cnrm-esm2-1	ssp245	2061	292.15012	260.46384	698.6855572555214
YO11	cnrm-esm2-1	ssp245	2062	292.7518	255.84726	861.722585640382
YO11	cnrm-esm2-1	ssp245	2063	293.20236	259.8511	716.3861621869728
YO11	cnrm-esm2-1	ssp245	2064	293.9176	256.24515	866.7380969971301
YO11	cnrm-esm2-1	ssp245	2065	293.1362	258.18317	361.0273407655768
YO11	cnrm-esm2-1	ssp245	2066	293.75882	260.70596	633.9000170468353
YO11	cnrm-esm2-1	ssp245	2067	293.33987	259.122	1065.6330885132659
YO11	cnrm-esm2-1	ssp245	2068	294.28116	259.01974	960.0601667538267
YO11	cnrm-esm2-1	ssp245	2069	292.42615	259.8835	608.4476326592267
YO11	cnrm-esm2-1	ssp245	2070	294.48544	261.88498	806.9661045796238
YO11	cnrm-esm2-1	ssp370	2041	293.03793	259.73288	645.7429378264351
YO11	cnrm-esm2-1	ssp370	2042	290.83484	256.56598	733.4890209138393
YO11	cnrm-esm2-1	ssp370	2043	292.49832	258.34918	833.1118881935068
YO11	cnrm-esm2-1	ssp370	2044	292.20462	259.93893	657.6355754455788
YO11	cnrm-esm2-1	ssp370	2045	293.3947	255.88109	923.392393277026
YO11	cnrm-esm2-1	ssp370	2046	289.22418	261.3457	763.8773009413853
YO11	cnrm-esm2-1	ssp370	2047	291.83472	256.71902	860.9974258113652
YO11	cnrm-esm2-1	ssp370	2048	291.03104	257.69748	987.3506632167846
YO11	cnrm-esm2-1	ssp370	2049	291.38107	261.9875	859.1875661979237
YO11	cnrm-esm2-1	ssp370	2050	291.8367	259.8433	818.5429745586589
YO11	cnrm-esm2-1	ssp370	2051	292.76743	260.14185	1272.897304681827
YO11	cnrm-esm2-1	ssp370	2052	292.42154	259.23245	653.9648363599554
YO11	cnrm-esm2-1	ssp370	2053	292.51303	261.36002	1030.7189686456463
YO11	cnrm-esm2-1	ssp370	2054	291.97723	260.86563	928.5571538493775
YO11	cnrm-esm2-1	ssp370	2055	293.9667	257.987	671.957002650015
YO11	cnrm-esm2-1	ssp370	2056	294.23352	258.9158	859.7050854681343
YO11	cnrm-esm2-1	ssp370	2057	292.07504	255.16594	797.7677484042943
YO11	cnrm-esm2-1	ssp370	2058	292.39847	260.22052	492.4236489110626
YO11	cnrm-esm2-1	ssp370	2059	293.40396	257.7863	651.332346489653
YO11	cnrm-esm2-1	ssp370	2060	292.38815	258.11096	1272.9050934081693
YO11	cnrm-esm2-1	ssp370	2061	293.77948	258.50934	527.2424175054766
YO11	cnrm-esm2-1	ssp370	2062	294.2445	259.66205	847.7439303678693
YO11	cnrm-esm2-1	ssp370	2063	292.5344	260.7458	701.2970124254871
YO11	cnrm-esm2-1	ssp370	2064	294.86514	259.37003	986.3533243420272
YO11	cnrm-esm2-1	ssp370	2065	293.59363	261.08466	385.08012470556423
YO11	cnrm-esm2-1	ssp370	2066	291.37357	256.77966	1113.6562891071594
YO11	cnrm-esm2-1	ssp370	2067	295.06223	261.33707	765.6062086578321
YO11	cnrm-esm2-1	ssp370	2068	295.10934	258.26883	823.5772914486006
YO11	cnrm-esm2-1	ssp370	2069	293.70728	261.07434	954.7318683878749
YO11	cnrm-esm2-1	ssp370	2070	294.79047	261.11664	361.4826855598949
YO11	ec-earth3-veg	ssp245	2041	292.64136	258.40976	683.6532432411332
YO11	ec-earth3-veg	ssp245	2042	293.02628	260.15067	1027.2349479258921
YO11	ec-earth3-veg	ssp245	2043	290.5181	260.65115	1166.6324344463242
YO11	ec-earth3-veg	ssp245	2044	291.2443	257.80844	798.5447734594345
YO11	ec-earth3-veg	ssp245	2045	292.96164	258.41055	741.0069978417569
YO11	ec-earth3-veg	ssp245	2046	292.1675	257.84256	713.077536248602
YO11	ec-earth3-veg	ssp245	2047	292.35236	260.9864	647.6449299836412
YO11	ec-earth3-veg	ssp245	2048	292.9589	258.6447	860.6754840351641
YO11	ec-earth3-veg	ssp245	2049	292.84372	258.06204	789.2799483728595
YO11	ec-earth3-veg	ssp245	2050	293.25446	258.19608	1118.6175859998912
YO11	ec-earth3-veg	ssp245	2051	290.98212	260.13242	903.4202148439363
YO11	ec-earth3-veg	ssp245	2052	293.1903	260.77045	1041.094518068709
YO11	ec-earth3-veg	ssp245	2053	292.21988	262.31216	679.8703586915398
YO11	ec-earth3-veg	ssp245	2054	292.1743	256.8553	447.01212979853153
YO11	ec-earth3-veg	ssp245	2055	292.83676	258.94876	400.03716833889484
YO11	ec-earth3-veg	ssp245	2056	292.02603	260.85815	949.8208967037499
YO11	ec-earth3-veg	ssp245	2057	293.17102	258.20697	814.3985721864738
YO11	ec-earth3-veg	ssp245	2058	291.3595	261.37436	931.1251704348178
YO11	ec-earth3-veg	ssp245	2059	291.988	260.23615	477.33116577146575
YO11	ec-earth3-veg	ssp245	2060	296.07935	259.11847	636.756126768887
YO11	ec-earth3-veg	ssp245	2061	293.3256	254.43387	1088.2227762602251
YO11	ec-earth3-veg	ssp245	2062	293.29495	258.96423	512.9905968467938
YO11	ec-earth3-veg	ssp245	2063	291.2914	260.85657	677.7000177695207
YO11	ec-earth3-veg	ssp245	2064	294.6782	257.40063	1142.3358975851422
YO11	ec-earth3-veg	ssp245	2065	294.32703	259.1356	591.7437642056029
YO11	ec-earth3-veg	ssp245	2066	293.7101	259.3484	1468.047764198831
YO11	ec-earth3-veg	ssp245	2067	293.4847	259.95215	1331.3589235302018
YO11	ec-earth3-veg	ssp245	2068	291.60327	259.60034	831.6182157606818
YO11	ec-earth3-veg	ssp245	2069	294.87595	260.18582	607.4658498633653
YO11	ec-earth3-veg	ssp245	2070	294.64026	258.68103	1056.4554958574938
YO11	ec-earth3-veg	ssp370	2041	292.80325	256.15604	692.8853262565099
YO11	ec-earth3-veg	ssp370	2042	293.5807	253.91917	1287.1364368940635
YO11	ec-earth3-veg	ssp370	2043	291.89377	260.32318	1342.490581335715
YO11	ec-earth3-veg	ssp370	2044	293.88028	258.48856	1120.9335649385969
YO11	ec-earth3-veg	ssp370	2045	292.79623	254.20601	529.6648922958411
YO11	ec-earth3-veg	ssp370	2046	292.80246	256.16986000000003	651.8598437542096
YO11	ec-earth3-veg	ssp370	2047	292.23795	254.31584	695.1038578699809
YO11	ec-earth3-veg	ssp370	2048	291.86447	261.73312	873.4122649300662
YO11	ec-earth3-veg	ssp370	2049	293.117	257.07382	919.9834477447303
YO11	ec-earth3-veg	ssp370	2050	292.82703	256.70358	1067.118878709111
YO11	ec-earth3-veg	ssp370	2051	292.42163	257.82672	396.6086196829565
YO11	ec-earth3-veg	ssp370	2052	291.88776	259.37442	1369.482518860583
YO11	ec-earth3-veg	ssp370	2053	294.27264	258.54968	1091.7930205177906
YO11	ec-earth3-veg	ssp370	2054	294.2653	256.19174	571.6120118857361
YO11	ec-earth3-veg	ssp370	2055	292.97958	259.3244	1114.0396468428435
YO11	ec-earth3-veg	ssp370	2056	290.65625	257.47458	726.376739598345
YO11	ec-earth3-veg	ssp370	2057	294.0535	256.87415	618.391314893961
YO11	ec-earth3-veg	ssp370	2058	289.84167	256.47116	1136.7284617270343
YO11	ec-earth3-veg	ssp370	2059	291.8801	253.84525	1277.9811968095487
YO11	ec-earth3-veg	ssp370	2060	294.32022	259.37756	1094.524561616683
YO11	ec-earth3-veg	ssp370	2061	294.5099	260.77765	905.2750709757522
YO11	ec-earth3-veg	ssp370	2062	294.60004	259.58545	646.1063507711515
YO11	ec-earth3-veg	ssp370	2063	292.12946	257.77115	909.2339827213261
YO11	ec-earth3-veg	ssp370	2064	289.98502	261.12732	1077.65965587459
YO11	ec-earth3-veg	ssp370	2065	293.85065	259.11102	955.3448516351292
YO11	ec-earth3-veg	ssp370	2066	292.95587	260.73538	1237.535799737069
YO11	ec-earth3-veg	ssp370	2067	291.82712	260.41632	1051.9912698422559
YO11	ec-earth3-veg	ssp370	2068	295.5597	258.76205	879.9208131618551
YO11	ec-earth3-veg	ssp370	2069	293.60254	258.92535	613.2826820597984
YO11	ec-earth3-veg	ssp370	2070	296.64746	259.83893	444.8894767323509
YO11	miroc6	ssp245	2041	293.2945	256.15115	628.9356373687042
YO11	miroc6	ssp245	2042	289.82742	260.77325	1323.0461976723286
YO11	miroc6	ssp245	2043	291.23166	259.06827	979.0228273020975
YO11	miroc6	ssp245	2044	289.4302	259.58014	901.3524801644928
YO11	miroc6	ssp245	2045	293.55383	257.07968	304.36767116189003
YO11	miroc6	ssp245	2046	295.231	258.0144	572.7823126944713
YO11	miroc6	ssp245	2047	292.87057	259.19955	602.7895525563508
YO11	miroc6	ssp245	2048	290.06042	259.1493	1449.3277124812805
YO11	miroc6	ssp245	2049	290.55414	256.5784	833.9008925075077
YO11	miroc6	ssp245	2050	294.1175	255.59892	444.10165300942026
YO11	miroc6	ssp245	2051	295.95523	258.66873	355.15829098876566
YO11	miroc6	ssp245	2052	293.24207	258.1199	1143.739440251369
YO11	miroc6	ssp245	2053	291.0259	259.55917	828.8582785156905
YO11	miroc6	ssp245	2054	292.29138	257.96527	707.1922652889043
YO11	miroc6	ssp245	2055	294.79782	260.96405	811.1457637510982
YO11	miroc6	ssp245	2056	291.28403	257.27414	748.4465163841378
YO11	miroc6	ssp245	2057	291.01328	258.8329	966.785713029094
YO11	miroc6	ssp245	2058	290.3153	257.96173	1046.118934149845
YO11	miroc6	ssp245	2059	291.9888	260.24228	732.228788518114
YO11	miroc6	ssp245	2060	288.9215	259.4872	1724.2761071654772
YO11	miroc6	ssp245	2061	291.0039	259.09128	328.32356758299284
YO11	miroc6	ssp245	2062	296.7557	255.41293	496.4025975437835
YO11	miroc6	ssp245	2063	297.01175	254.07503	469.4978026323952
YO11	miroc6	ssp245	2064	297.5325	260.18222	553.9831973263063
YO11	miroc6	ssp245	2065	294.2076	259.63712	754.7262405452784
YO11	miroc6	ssp245	2066	293.18665	260.44022	788.6143574723974
YO11	miroc6	ssp245	2067	296.57883	257.69437	336.4692062124959
YO11	miroc6	ssp245	2068	295.58502	259.31647	476.8192226998508
YO11	miroc6	ssp245	2069	297.85925	259.13254	803.5510327666998
YO11	miroc6	ssp245	2070	297.79437	259.72104	367.0635029557161
YO11	miroc6	ssp370	2041	296.69327	256.86884	446.59359588695224
YO11	miroc6	ssp370	2042	294.35233	259.23755	658.9997259434313
YO11	miroc6	ssp370	2043	294.5948	258.88504	462.2106420225323
YO11	miroc6	ssp370	2044	296.4904	252.6163	418.68756317999214
YO11	miroc6	ssp370	2045	294.834	260.5286	787.2248766012227
YO11	miroc6	ssp370	2046	292.34308	259.34195	735.2301291713957
YO11	miroc6	ssp370	2047	295.0234	259.65332	571.4577225269749
YO11	miroc6	ssp370	2048	293.66824	259.0467	709.4677533488721
YO11	miroc6	ssp370	2049	295.22873	259.32095	600.132969324477
YO11	miroc6	ssp370	2050	294.0567	259.2602	885.4112072149292
YO11	miroc6	ssp370	2051	291.36536	258.99985	915.1413184124976
YO11	miroc6	ssp370	2052	289.92184	260.54587	1162.8966511110598
YO11	miroc6	ssp370	2053	293.02713	259.1249	702.8096310503315
YO11	miroc6	ssp370	2054	295.83694	259.4979	812.1546404203309
YO11	miroc6	ssp370	2055	290.5047	259.19293	1408.9715378475273
YO11	miroc6	ssp370	2056	291.05505	260.55725	1011.1173631623202
YO11	miroc6	ssp370	2057	290.27814	259.71756	797.1001434896376
YO11	miroc6	ssp370	2058	296.42807	259.7807	581.292066226888
YO11	miroc6	ssp370	2059	297.0976	254.83713	680.8523703133687
YO11	miroc6	ssp370	2060	295.4281	258.6062	549.5758670149371
YO11	miroc6	ssp370	2061	293.7833	260.87393	966.7215874032966
YO11	miroc6	ssp370	2062	295.97662	259.07355	348.2912762090564
YO11	miroc6	ssp370	2063	295.32413	254.49786	809.9442916922271
YO11	miroc6	ssp370	2064	294.87582	258.7462	1205.3157251793884
YO11	miroc6	ssp370	2065	292.1066	257.47278	745.6711867824197
YO11	miroc6	ssp370	2066	295.74454	259.2394	566.0174577031285
YO11	miroc6	ssp370	2067	296.70392	258.43628	532.0446674712002
YO11	miroc6	ssp370	2068	294.8467	256.4588	754.9306864792015
YO11	miroc6	ssp370	2069	294.8006	261.62177	773.8745686830953
YO11	miroc6	ssp370	2070	295.90527	260.21347	602.1605791524053
YO11	mpi-esm1-2-hr	ssp245	2041	291.09128	254.97316	893.4459378244355
YO11	mpi-esm1-2-hr	ssp245	2042	291.65466	257.49985	849.1344061447245
YO11	mpi-esm1-2-hr	ssp245	2043	293.51746	259.04648	290.1949077495374
YO11	mpi-esm1-2-hr	ssp245	2044	292.82385	257.34964	652.925718674669
YO11	mpi-esm1-2-hr	ssp245	2045	289.87808	256.44052	1026.3121051014955
YO11	mpi-esm1-2-hr	ssp245	2046	290.25372	259.67618	905.8024627854791
YO11	mpi-esm1-2-hr	ssp245	2047	292.22455	256.3841	883.6589036160078
YO11	mpi-esm1-2-hr	ssp245	2048	292.087	259.36935	1162.7442292926999
YO11	mpi-esm1-2-hr	ssp245	2049	293.44928	257.0053	500.78134692739695
YO11	mpi-esm1-2-hr	ssp245	2050	292.9675	259.72446	449.12188940215856
YO11	mpi-esm1-2-hr	ssp245	2051	290.4675	258.07077	1441.5719660930222
YO11	mpi-esm1-2-hr	ssp245	2052	292.70392	259.28223	907.9711871920074
YO11	mpi-esm1-2-hr	ssp245	2053	292.03683	257.83646	1221.2767257238684
YO11	mpi-esm1-2-hr	ssp245	2054	293.1575	257.7848	718.0898757884279
YO11	mpi-esm1-2-hr	ssp245	2055	290.7174	258.98703	474.40417658071965
YO11	mpi-esm1-2-hr	ssp245	2056	292.42465	260.0333	445.4748018993996
YO11	mpi-esm1-2-hr	ssp245	2057	292.55084	257.30023	625.8420757982094
YO11	mpi-esm1-2-hr	ssp245	2058	292.6931	257.32687	860.2797238854691
YO11	mpi-esm1-2-hr	ssp245	2059	290.8693	260.8732	615.884317830205
YO11	mpi-esm1-2-hr	ssp245	2060	293.30838	254.69435	763.5234310291635
YO11	mpi-esm1-2-hr	ssp245	2061	292.14664	253.57027	811.1004904727452
YO11	mpi-esm1-2-hr	ssp245	2062	292.45892	255.46016	934.9457408592571
YO11	mpi-esm1-2-hr	ssp245	2063	289.86487	252.98329	950.2907392568886
YO11	mpi-esm1-2-hr	ssp245	2064	291.47668	256.6803	767.1155861578882
YO11	mpi-esm1-2-hr	ssp245	2065	292.58325	260.0392	869.0127583918953
YO11	mpi-esm1-2-hr	ssp245	2066	293.67377	259.0481	793.2643592823297
YO11	mpi-esm1-2-hr	ssp245	2067	294.00433	259.69437	758.0511843203567
YO11	mpi-esm1-2-hr	ssp245	2068	292.21515	260.65326	520.7747492822818
YO11	mpi-esm1-2-hr	ssp245	2069	293.9433	256.2927	779.5350806904025
YO11	mpi-esm1-2-hr	ssp245	2070	292.19196	260.41125	726.3823543209583
YO11	mpi-esm1-2-hr	ssp370	2041	293.18207	258.3116	964.3074900435342
YO11	mpi-esm1-2-hr	ssp370	2042	291.2574	256.94144	646.5989489341155
YO11	mpi-esm1-2-hr	ssp370	2043	291.57578	255.15005	1085.8126970473536
YO11	mpi-esm1-2-hr	ssp370	2044	293.37704	256.31534	611.7417872417718
YO11	mpi-esm1-2-hr	ssp370	2045	292.21054	258.37656	1005.8780446182936
YO11	mpi-esm1-2-hr	ssp370	2046	292.022	258.39804	635.0997109897435
YO11	mpi-esm1-2-hr	ssp370	2047	291.44907	255.19646	683.6965301656164
YO11	mpi-esm1-2-hr	ssp370	2048	291.58707	256.26355	582.6404388528317
YO11	mpi-esm1-2-hr	ssp370	2049	292.71442	257.0569	592.8018320119008
YO11	mpi-esm1-2-hr	ssp370	2050	292.6979	260.29434	634.2933874111623
YO11	mpi-esm1-2-hr	ssp370	2051	294.21796	259.57025	964.5997128914843
YO11	mpi-esm1-2-hr	ssp370	2052	291.48828	256.7831	931.4911876106632
YO11	mpi-esm1-2-hr	ssp370	2053	294.8721	258.0156	1007.0040960504957
YO11	mpi-esm1-2-hr	ssp370	2054	292.7449	258.58115	694.2297750909347
YO11	mpi-esm1-2-hr	ssp370	2055	290.19284	254.52672	1303.1304691568666
YO11	mpi-esm1-2-hr	ssp370	2056	291.93564	258.60153	719.2021028953604
YO11	mpi-esm1-2-hr	ssp370	2057	291.03903	258.5383	955.3991743828908
YO11	mpi-esm1-2-hr	ssp370	2058	292.15125	258.77527	672.918909334112
YO11	mpi-esm1-2-hr	ssp370	2059	291.39514	260.34213	753.0296543380246
YO11	mpi-esm1-2-hr	ssp370	2060	293.4806	259.80887	922.59367313236
YO11	mpi-esm1-2-hr	ssp370	2061	292.90756	257.69305	823.6855141818289
YO11	mpi-esm1-2-hr	ssp370	2062	294.23355	257.84726	771.5704692061764
YO11	mpi-esm1-2-hr	ssp370	2063	291.59222	259.93182	645.5502405966399
YO11	mpi-esm1-2-hr	ssp370	2064	292.49408	258.1343	934.8302404861672
YO11	mpi-esm1-2-hr	ssp370	2065	292.7935	260.17804	504.21968233276857
YO11	mpi-esm1-2-hr	ssp370	2066	292.7143	257.87717	636.5823576968978
YO11	mpi-esm1-2-hr	ssp370	2067	294.07727	260.41547	827.0971233519958
YO11	mpi-esm1-2-hr	ssp370	2068	293.7143	259.29907	961.8968321650555
YO11	mpi-esm1-2-hr	ssp370	2069	293.03644	257.19144	691.1358015728086
YO11	mpi-esm1-2-hr	ssp370	2070	292.329	258.85196	809.6961035393094
YO11	mri-esm2-0	ssp245	2041	293.58002	255.11432	718.2421167148277
YO11	mri-esm2-0	ssp245	2042	293.63687	256.61685	911.6659404302482
YO11	mri-esm2-0	ssp245	2043	291.85504	260.1118	817.2186072450131
YO11	mri-esm2-0	ssp245	2044	292.59418	262.27896	617.8885567642283
YO11	mri-esm2-0	ssp245	2045	291.62466	259.41858	1067.336815944848
YO11	mri-esm2-0	ssp245	2046	294.17114	260.67184	1196.226314440697
YO11	mri-esm2-0	ssp245	2047	292.61996	253.90547	1074.7065465780872
YO11	mri-esm2-0	ssp245	2048	294.6326	253.90979	686.747196642682
YO11	mri-esm2-0	ssp245	2049	293.8513	261.53317	564.1575251240093
YO11	mri-esm2-0	ssp245	2050	293.9134	257.91968	830.4799414705278
YO11	mri-esm2-0	ssp245	2051	291.39188	257.93375	791.9005305709832
YO11	mri-esm2-0	ssp245	2052	294.2102	259.74432	681.731367069915
YO11	mri-esm2-0	ssp245	2053	292.94803	259.57217	641.8835368473083
YO11	mri-esm2-0	ssp245	2054	293.3178	257.73322	1106.2054114227062
YO11	mri-esm2-0	ssp245	2055	293.43842	259.0346	572.1619542106055
YO11	mri-esm2-0	ssp245	2056	290.24213	260.40448	717.5249736523256
YO11	mri-esm2-0	ssp245	2057	294.88702	257.0375	1053.9867249084377
YO11	mri-esm2-0	ssp245	2058	293.70383	259.56354	747.9793347185478
YO11	mri-esm2-0	ssp245	2059	293.48776	259.30127	795.188400847821
YO11	mri-esm2-0	ssp245	2060	294.98618	259.25494	236.16769069049042
YO11	mri-esm2-0	ssp245	2061	294.51324	259.86536	760.6943663820857
YO11	mri-esm2-0	ssp245	2062	292.95874	260.88943	931.3988198759034
YO11	mri-esm2-0	ssp245	2063	294.3612	258.69318	579.0292176185176
YO11	mri-esm2-0	ssp245	2064	294.81238	259.50085	1176.285820151658
YO11	mri-esm2-0	ssp245	2065	291.06683	260.0535	1019.021373800932
YO11	mri-esm2-0	ssp245	2066	294.00128	259.33685	822.101566765923
YO11	mri-esm2-0	ssp245	2067	293.81866	256.59058	545.9301804425077
YO11	mri-esm2-0	ssp245	2068	292.7232	259.22293	714.915341231972
YO11	mri-esm2-0	ssp245	2069	296.32513	260.33698	561.8534346838715
YO11	mri-esm2-0	ssp245	2070	294.406	258.71628	1296.8923808686366
YO11	mri-esm2-0	ssp370	2041	292.1937	255.33452	682.0070875401143
YO11	mri-esm2-0	ssp370	2042	294.29907	257.02374	742.0583239261614
YO11	mri-esm2-0	ssp370	2043	293.08725	259.40643	596.91317186225206
YO11	mri-esm2-0	ssp370	2044	291.26096	259.4484	656.2261629849672
YO11	mri-esm2-0	ssp370	2045	294.94156	258.30402	610.8272174737067
YO11	mri-esm2-0	ssp370	2046	293.83664	257.76447	1095.2416403218947
YO11	mri-esm2-0	ssp370	2047	295.54813	259.24796	1204.2138463177057
YO11	mri-esm2-0	ssp370	2048	293.41852	256.47372	501.43864257261157
YO11	mri-esm2-0	ssp370	2049	295.4634	258.19937	946.3123243811424
YO11	mri-esm2-0	ssp370	2050	290.6021	258.56427	1106.7505876533455
YO11	mri-esm2-0	ssp370	2051	295.03854	261.23508	1178.8478083675677
YO11	mri-esm2-0	ssp370	2052	294.10013	258.8018	716.419848636724
YO11	mri-esm2-0	ssp370	2053	293.37225	261.919	535.3032991028158
YO11	mri-esm2-0	ssp370	2054	292.2005	256.91998	1049.7788126464002
YO11	mri-esm2-0	ssp370	2055	294.14716	255.19296	948.9170077722133
YO11	mri-esm2-0	ssp370	2056	292.37988	259.28857	675.3102108312305
YO11	mri-esm2-0	ssp370	2057	294.03427	260.9089	884.6842095488671
YO11	mri-esm2-0	ssp370	2058	294.2109	259.41132	890.0434074341167
YO11	mri-esm2-0	ssp370	2059	295.3031	257.01038	693.7798814149351
YO11	mri-esm2-0	ssp370	2060	291.59943	256.11404	582.0076319854707
YO11	mri-esm2-0	ssp370	2061	294.00525	258.17227	1086.2736813956653
YO11	mri-esm2-0	ssp370	2062	290.95425	256.60324	809.1541481204331
YO11	mri-esm2-0	ssp370	2063	294.1293	260.28137	492.70833448972553
YO11	mri-esm2-0	ssp370	2064	295.223	260.39215	885.964487632715
YO11	mri-esm2-0	ssp370	2065	295.18848	260.75635	563.155502625159
YO11	mri-esm2-0	ssp370	2066	294.80075	259.35294	700.6938583217561
YO11	mri-esm2-0	ssp370	2067	296.47055	258.07562	754.5785038440782
YO11	mri-esm2-0	ssp370	2068	294.9716	259.55984	639.9175861850381
YO11	mri-esm2-0	ssp370	2069	291.89954	258.47247	859.2940592207015
YO11	mri-esm2-0	ssp370	2070	291.9644	257.90173	1252.3904402972994
YO4	access-cm2	ssp245	2041	301.97983	267.70883	1682.6295011210682
YO4	access-cm2	ssp245	2042	302.11462	264.85635	1951.0864248498801
YO4	access-cm2	ssp245	2043	303.717	269.5706	2389.9786882102153
YO4	access-cm2	ssp245	2044	301.36667	270.6911	832.7795379795134
YO4	access-cm2	ssp245	2045	301.34668	268.31363	1638.736976799507
YO4	access-cm2	ssp245	2046	301.4768	268.4991	2219.701058539755
YO4	access-cm2	ssp245	2047	303.8583	270.28998	1237.913407434823
YO4	access-cm2	ssp245	2048	302.42908	270.18802	973.2834226742766
YO4	access-cm2	ssp245	2049	304.58835	266.04916	606.4886167907389
YO4	access-cm2	ssp245	2050	302.00998	266.0954	1382.8139793622374
YO4	access-cm2	ssp245	2051	302.73947	270.56613	1049.8010738286878
YO4	access-cm2	ssp245	2052	304.89597	268.82025	1320.329021452903
YO4	access-cm2	ssp245	2053	303.45132	267.8952	1287.0357779902254
YO4	access-cm2	ssp245	2054	304.94147	270.72546	679.0726274019107
YO4	access-cm2	ssp245	2055	302.98465	269.30832	1497.9095799741112
YO4	access-cm2	ssp245	2056	303.55035	268.18094	1998.0275118956015
YO4	access-cm2	ssp245	2057	304.03772	266.5784	1641.528100892876
YO4	access-cm2	ssp245	2058	303.7892	268.18155	2657.239850785077
YO4	access-cm2	ssp245	2059	305.95953	268.33673	2063.0570544395287
YO4	access-cm2	ssp245	2060	303.09103	268.855	855.907155945892
YO4	access-cm2	ssp245	2061	304.6496	270.2644	1549.2677650297655
YO4	access-cm2	ssp245	2062	300.98447	266.67078	2083.8661958695848
YO4	access-cm2	ssp245	2063	303.03268	271.03677	974.3307428900152
YO4	access-cm2	ssp245	2064	304.26108	269.9726	1665.5664449091744
YO4	access-cm2	ssp245	2065	303.74884	268.16965	2114.756737556249
YO4	access-cm2	ssp245	2066	303.08173	269.6617	856.5167426364496
YO4	access-cm2	ssp245	2067	303.9246	268.75168	649.5333369355649
YO4	access-cm2	ssp245	2068	301.80002	266.46832	1903.4865082706567
YO4	access-cm2	ssp245	2069	302.30005	269.57404	2777.3190057836
YO4	access-cm2	ssp245	2070	301.0347	269.6023	1474.2457846062864
YO4	access-cm2	ssp370	2041	302.46722	268.32846	1000.1365436240887
YO4	access-cm2	ssp370	2042	301.76703	265.46585	1899.7159930527755
YO4	access-cm2	ssp370	2043	302.01093	269.4236	936.965896713054
YO4	access-cm2	ssp370	2044	302.85385	268.98782	1476.8290269188387
YO4	access-cm2	ssp370	2045	302.08517	268.67264	1043.3286027749934
YO4	access-cm2	ssp370	2046	302.14487	269.48474	2360.3390971663703
YO4	access-cm2	ssp370	2047	302.99823	264.18863	1511.4146721548886
YO4	access-cm2	ssp370	2048	300.95926	266.76636	1099.2524484506735
YO4	access-cm2	ssp370	2049	302.45142	269.6382	1647.452667995771
YO4	access-cm2	ssp370	2050	305.02173	264.30463	1572.644894127725
YO4	access-cm2	ssp370	2051	302.6117	266.76804	1558.7468284182082
YO4	access-cm2	ssp370	2052	301.19434	269.96365	2023.206957522751
YO4	access-cm2	ssp370	2053	304.11914	267.9064	1141.0959339965946
YO4	access-cm2	ssp370	2054	301.40125	269.3771	678.0075143178692
YO4	access-cm2	ssp370	2055	303.09882	268.3889	1213.9530607731956
YO4	access-cm2	ssp370	2056	302.2393	268.87982	846.3199330028147
YO4	access-cm2	ssp370	2057	301.8639	267.66306	1704.6453468035647
YO4	access-cm2	ssp370	2058	304.93857	268.38367	2175.170819694154
YO4	access-cm2	ssp370	2059	302.5638	268.91016	906.8792039528297
YO4	access-cm2	ssp370	2060	302.3091	269.60052	1324.6139716822452
YO4	access-cm2	ssp370	2061	302.70822	269.75348	2122.4706403444898
YO4	access-cm2	ssp370	2062	302.8552	270.3129	1547.0534995430637
YO4	access-cm2	ssp370	2063	300.05914	268.16565	1304.6469267457662
